threshold,accuracy,precision,recall,f1,tp,tn,fp,fn
0.65,0.6198107732620509,0.574754213483146,0.9211754567996764,0.7078534314421043,261904,90539,193776,22411
0.66,0.620487839192445,0.575482944091523,0.9186008476513726,0.7076432033771096,261172,91656,192659,23143
0.67,0.6210945606105903,0.5761602442153696,0.9160930657897051,0.7074085893736207,260459,92714,191601,23856
0.68,0.6216784200622549,0.5768395287679022,0.9134481121291526,0.707129233437571,259707,93798,190517,24608
0.6900000000000001,0.6220002462057929,0.5773535675657594,0.9105886077062413,0.7066559305610525,258894,94794,189521,25421
0.7000000000000001,0.622452209696991,0.577978014298769,0.907623586514957,0.7062276696219282,258051,95894,188421,26264
0.7100000000000001,0.6229340696058949,0.5786346476604437,0.904612841390711,0.7058030930253938,257195,97024,187291,27120
0.72,0.623442308706892,0.5793386879101552,0.9013875455041064,0.7053412928422218,256278,98230,186085,28037
0.73,0.6239206513901834,0.5800256663600332,0.8981763185199515,0.7048635071351681,255365,99415,184900,28950
0.74,0.6243022703691329,0.5806691653465663,0.8947470235478254,0.7042785774896078,254390,100607,183708,29925
0.75,0.6248562334030916,0.5814396850559893,0.8914126936672353,0.7038080982835371,253442,101870,182445,30873
0.76,0.6253029210558712,0.5821623204850565,0.887835675219387,0.7032179341815314,252425,103141,181174,31890
0.77,0.625607161071347,0.5828023705517376,0.8840827954909167,0.7025029101168658,251358,104381,179934,32957
0.78,0.6261013312698943,0.5836001277815216,0.8802947435063222,0.7018811731251366,250281,105739,178576,34034
0.79,0.6264899847000686,0.5843607787942763,0.8761866239909959,0.7011194528682901,249113,107128,177187,35202
0.8,0.6269648101577475,0.5852155766652188,0.8719272637743348,0.7003643051574818,247902,108609,175706,36413
0.81,0.6273939116824648,0.5860573747511179,0.8675623867893006,0.6995520400682362,246661,110094,174221,37654
0.8200000000000001,0.6276876000211034,0.5868436223934475,0.8628457872430227,0.698571078724507,245320,111602,172713,38995
0.8300000000000001,0.627998874487804,0.5876919888770549,0.8578196718428504,0.6975159906937238,243891,113208,171107,40424
0.8400000000000001,0.6284279760125213,0.5886765784450392,0.8525649367778696,0.6964620496752533,242397,114946,169369,41918
0.85,0.6283664245643037,0.5893639370915493,0.8465891704623393,0.6949379112423815,240698,116610,167705,43617
0.86,0.6286091131315619,0.590326445413337,0.8405219562808857,0.6935498382017907,238973,118473,165842,45342
0.87,0.6287709055097339,0.591307102009871,0.833923641031954,0.6919651065394595,237097,120441,163874,47218
0.88,0.6289907321105113,0.5924290538837643,0.8267731213618698,0.6902531952223993,235064,122599,161716,49251
0.89,0.6291841795191953,0.5936056883633213,0.8192286724231926,0.6884017171694782,232919,124854,159461,51396
0.9,0.6293459718973674,0.5948909818087988,0.8108963649473295,0.6862985867696635,230550,127315,157000,53765
0.91,0.6295640398853385,0.5963860150399548,0.80167419939152,0.683958067328135,227928,130061,154254,56387
0.92,0.629769797583666,0.5980806805343257,0.7913159699628932,0.6812608820724008,224983,133123,151192,59332
0.93,0.6299104866081635,0.5999237089360643,0.7799588484603345,0.6781965648854963,221754,136432,147883,62561
0.9400000000000001,0.6296871427817737,0.6018788682581786,0.7661642896083569,0.674157233823609,217832,140227,144088,66483
0.9500000000000001,0.6295464537572762,0.6043961338964315,0.7500026379192093,0.669372572101236,213237,144742,139573,71078
0.9600000000000001,0.6294268680864534,0.6075939744099553,0.7308865167156148,0.6635617724400988,207802,150109,134206,76513
0.97,0.6293811441534918,0.6121384499073261,0.7062624202029439,0.6558405609891124,200801,157084,127231,83514
0.98,0.6291472486502647,0.6188935839525961,0.6722684346587412,0.6444777880805868,191136,166616,117699,93179
0.99,0.6289045600830065,0.6328443579343417,0.6140759369009725,0.623318897961078,174591,183023,101292,109724
