cost_ratio_fp_fn,selected_threshold_from_main,main_precision,main_recall,main_f1,main_cost,ext_precision,ext_recall,ext_f1,ext_cost
1:5,0.97,0.70018281535649,0.8097251585623678,0.7509803921568627,614,0.6121384499073261,0.7062624202029439,0.6558405609891124,544801
1:10,0.97,0.70018281535649,0.8097251585623678,0.7509803921568627,1064,0.6121384499073261,0.7062624202029439,0.6558405609891124,962371
1:20,0.9,0.5277044854881267,0.8456659619450317,0.6498781478472786,1818,0.5948909818087988,0.8108963649473295,0.6862985867696635,1232300
