feature,fp_minus_tn_mean,fn_minus_tp_mean,tp_mean,fp_mean,fn_mean,tn_mean
V4,0.04125574798093723,-0.41573700830569016,0.8050249451986835,-0.7185041721098556,0.38928793689299335,-0.7597599200907929
V14,-0.03617333101838194,0.4146141631537581,-0.8745268139413619,0.7903455230598427,-0.4599126507876038,0.8265188540782247
V12,-0.029233407453931548,0.4820788053217577,-0.848641225535663,0.7561955302440259,-0.36656242021390534,0.7854289376979574
V10,-0.016059305670923507,0.5500128073952215,-0.7650091661010222,0.6668620279834443,-0.2149963587058007,0.6829213336543678
V11,0.00398820666076527,-0.4962195602599141,0.8066884949565128,-0.722588680332656,0.31046893469659875,-0.7265768869934213
Amount_z,47.639145177086576,-44.05305693428913,55.1163992318054,67.85608182804717,11.063342297516272,20.21693665096059
